kind,path,sha256,task_id,condition,source_loading_seconds,receiver_loading_seconds,mapper_initialization_seconds,checkpoint_load_seconds,started_epoch,completed_epoch
mapper_checkpoint,primary/tasks/atcoder__abc368_f/mapper_loads/oianuofedm84rt_generation_2_1789824916910890488_ROTATING_M.json,6218622d5a9a037e66ccda2a2f0ffe97adab53d8915614e6527dfa929800c4e1,atcoder/abc368_f,ROTATING_M,,,,0.4831258449703455,,
mapper_checkpoint,primary/tasks/atcoder__abc368_g/mapper_loads/w0ycaqip586bjh_generation_0_1789824951358354911_FIXED_H.json,bda383ea5204f85b64bb4a85515f369136543d9ff4a10271c1f2d68921dfdb83,atcoder/abc368_g,FIXED_H,,,,0.41779230115935206,,
mapper_checkpoint,primary/tasks/atcoder__abc368_g/mapper_loads/w0ycaqip586bjh_generation_0_1789824951358354911_ROTATING_H.json,9ab577dbc5f601805ff99a0aef1bde1e9372209d02e3660e73cd808671d41a0f,atcoder/abc368_g,ROTATING_H,,,,0.4108512788079679,,
mapper_checkpoint,primary/tasks/atcoder__abc368_g/mapper_loads/w0ycaqip586bjh_generation_0_1789824951358354911_ROTATING_M.json,fb2cb1f6561bb2633e168f56de91a39c3f4b458be803093b18f7e1caf1662e63,atcoder/abc368_g,ROTATING_M,,,,0.4114225469529629,,
mapper_checkpoint,primary/tasks/atcoder__abc369_a/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_FIXED_H.json,2c069dd2a437eb71e16a82fd721f1baeddc489586c94e02837772951f5b5d468,atcoder/abc369_a,FIXED_H,,,,0.4866187050938606,,
mapper_checkpoint,primary/tasks/atcoder__abc369_a/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_FIXED_M.json,4264e9af5355d05919e2cb18c18ffe1d76e1faa6de08de17e2cfbba15a255e0a,atcoder/abc369_a,FIXED_M,,,,0.552459042519331,,
mapper_checkpoint,primary/tasks/atcoder__abc369_a/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_ROTATING_H.json,751af3cf40436d586f3aed19a30a362b0c273115077d30cfbeef29dc24c8f2f5,atcoder/abc369_a,ROTATING_H,,,,0.7404743190854788,,
mapper_checkpoint,primary/tasks/atcoder__abc369_a/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_ROTATING_M.json,78c634f01d4f8704f9a3da0f679c3ca634549a03cc4b633c2eeebc813c214b92,atcoder/abc369_a,ROTATING_M,,,,0.48038013465702534,,
mapper_checkpoint,primary/tasks/atcoder__abc369_d/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_FIXED_H.json,58807cc19eb674ff43861aad2f796ceeca622b72c9959d1293fc237fc5615456,atcoder/abc369_d,FIXED_H,,,,0.48177061416208744,,
mapper_checkpoint,primary/tasks/atcoder__abc369_d/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_FIXED_M.json,516301cb666cde6c3b2db894ee2223a4ff8849803dd2244d00c6340aee1ba672,atcoder/abc369_d,FIXED_M,,,,0.4567189123481512,,
mapper_checkpoint,primary/tasks/atcoder__abc369_d/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_ROTATING_H.json,5e9d70693eb4ca42a5c2b651aec2a8e86d1b96a83a5482652836161729c5ea0b,atcoder/abc369_d,ROTATING_H,,,,0.4849266894161701,,
mapper_checkpoint,primary/tasks/atcoder__abc369_d/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_ROTATING_M.json,1750b308bdc54f520a6618cfc07bce13c8f1d28aea7aa194add8a1fae19e5fb7,atcoder/abc369_d,ROTATING_M,,,,0.4820748120546341,,
mapper_checkpoint,primary/tasks/atcoder__abc370_d/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_FIXED_H.json,dd15ef99432a4ab61430d964155862f5a72b7c2b2f2dfb36eab45f01076bf18c,atcoder/abc370_d,FIXED_H,,,,0.3759975787252188,,
mapper_checkpoint,primary/tasks/atcoder__abc370_d/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_ROTATING_H.json,94c062fbf9cb35a45775ae1adb18a2fbb24b90295f635ac5b48ad8ac920cae5e,atcoder/abc370_d,ROTATING_H,,,,0.40872934833168983,,
mapper_checkpoint,primary/tasks/atcoder__abc370_d/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_ROTATING_M.json,7e9e4f1cc051583ff7cdb6a594e94f05fb9128b2dd4e8b440e981681a0d5ede6,atcoder/abc370_d,ROTATING_M,,,,0.412113668397069,,
