task_id,condition,source,draws,passed,missing,pass_rate,lower,upper
atcoder/abc391_e,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc391_e,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc391_e,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc391_e,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc391_e,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc391_e,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc368_c,FIXED_M,secondary_training_seed,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc368_c,ROTATING_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc368_c,FIXED_H,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc368_c,ROTATING_H,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc368_c,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc368_c,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc368_c,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc368_c,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3495,FIXED_M,secondary_training_seed,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3495,ROTATING_M,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3495,FIXED_H,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3495,ROTATING_H,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3495,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3495,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3495,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3495,P,reused_primary_native_reference,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3789,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3789,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3789,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3789,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3789,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3789,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3789,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3789,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc185_b,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3736,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3736,ROTATING_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
leetcode/3736,FIXED_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
leetcode/3736,ROTATING_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
leetcode/3736,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3736,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3736,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3736,P,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc370_f,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc370_f,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc188_d,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3788,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3788,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3788,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3788,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3788,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3788,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3788,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3788,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc393_b,FIXED_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,ROTATING_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,FIXED_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,ROTATING_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc393_b,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3682,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3682,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3682,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3682,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3682,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3682,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3682,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3682,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3744,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3744,ROTATING_M,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3744,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3744,ROTATING_H,secondary_training_seed,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3744,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3744,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3744,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3744,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc398_g,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc398_d,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc398_d,ROTATING_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc398_d,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc398_d,ROTATING_H,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc398_d,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc398_d,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc398_d,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc398_d,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc181_a,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc374_b,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc374_b,ROTATING_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc374_b,FIXED_H,secondary_training_seed,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc374_b,ROTATING_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc374_b,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc374_b,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc374_b,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc374_b,P,reused_primary_native_reference,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc372_g,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc372_g,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc194_d,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3751,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3751,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3751,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3751,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3751,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3751,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3751,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3751,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,B,reused_primary_native_reference,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/arc193_a,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc193_a,P,reused_primary_native_reference,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc377_d,FIXED_M,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc377_d,ROTATING_M,secondary_training_seed,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc377_d,FIXED_H,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc377_d,ROTATING_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc377_d,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc377_d,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc377_d,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc377_d,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc377_a,FIXED_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,ROTATING_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,FIXED_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,ROTATING_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc377_a,P,reused_primary_native_reference,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc393_f,FIXED_M,secondary_training_seed,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc393_f,ROTATING_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc393_f,FIXED_H,secondary_training_seed,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc393_f,ROTATING_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc393_f,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc393_f,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc393_f,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc393_f,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc390_e,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc390_e,ROTATING_M,secondary_training_seed,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
atcoder/abc390_e,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc390_e,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc390_e,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc390_e,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc390_e,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc390_e,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc394_g,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc394_g,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc398_a,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc398_a,ROTATING_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc398_a,FIXED_H,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc398_a,ROTATING_H,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc398_a,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc398_a,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc398_a,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc398_a,P,reused_primary_native_reference,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3811,FIXED_M,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3811,ROTATING_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
leetcode/3811,FIXED_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
leetcode/3811,ROTATING_H,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3811,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3811,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3811,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3811,P,reused_primary_native_reference,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc368_g,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc368_g,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc366_d,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc366_d,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc366_d,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc366_d,ROTATING_H,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc366_d,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc366_d,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc366_d,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc366_d,P,reused_primary_native_reference,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/arc188_a,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc188_a,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3543,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3543,ROTATING_M,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
leetcode/3543,FIXED_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
leetcode/3543,ROTATING_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
leetcode/3543,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3543,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3543,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3543,P,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc388_e,FIXED_M,secondary_training_seed,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc388_e,ROTATING_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc388_e,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc388_e,ROTATING_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc388_e,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc388_e,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc388_e,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc388_e,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc187_b,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3649,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3649,ROTATING_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
leetcode/3649,FIXED_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
leetcode/3649,ROTATING_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
leetcode/3649,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3649,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3649,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3649,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc375_a,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc375_a,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc375_a,FIXED_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc375_a,ROTATING_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
atcoder/abc375_a,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc375_a,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc375_a,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/abc375_a,P,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
atcoder/arc188_c,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc188_c,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3785,FIXED_M,secondary_training_seed,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3785,ROTATING_M,secondary_training_seed,3,3,0,1.0,1.0,1.0
leetcode/3785,FIXED_H,secondary_training_seed,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
leetcode/3785,ROTATING_H,secondary_training_seed,3,3,0,1.0,1.0,1.0
leetcode/3785,A,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3785,B,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3785,D,reused_primary_native_reference,3,3,0,1.0,1.0,1.0
leetcode/3785,P,reused_primary_native_reference,3,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666
atcoder/abc385_f,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/abc385_f,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,ROTATING_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,A,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,B,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,D,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
atcoder/arc189_b,P,reused_primary_native_reference,3,0,0,0.0,0.0,0.0
leetcode/3784,FIXED_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3784,ROTATING_M,secondary_training_seed,3,0,0,0.0,0.0,0.0
leetcode/3784,FIXED_H,secondary_training_seed,3,0,0,0.0,0.0,0.0
