task_id,seed_index,answer_seed,perfect_seconds,removed_prefill_seconds,perfect_passed,A_minus_perfect_seconds,B_minus_perfect_seconds,D_minus_perfect_seconds,ROTATING_H_minus_perfect_seconds
atcoder/arc195_a,1,6148894365329665732,1279.1439712825231,2.171423038933426,True,20.15402906620875,-539.941603672225,2.171423038933426,133.6870256178081
atcoder/arc195_a,2,6576870940744694564,1278.6455707852729,2.171423038933426,True,24.831957410555333,-541.4221764826216,2.171423038933426,95.72557276394218
atcoder/arc194_e,0,6369166597569433137,1569.4615983548574,3.0546566671691835,True,20.65300753666088,-723.1580681880005,3.0546566671691835,-0.971474471502006
atcoder/arc194_e,1,990829609296186248,1568.074657119345,3.0546566671691835,True,25.99129643337801,-719.6900171930902,3.0546566671691835,0.5852704611606896
atcoder/arc194_e,2,487215081637504632,1568.2805082974955,3.0546566671691835,True,25.271759533323348,-718.7869748761877,3.0546566671691835,2.129232046660036
leetcode/3485,0,1192249599769027177,515.0057557155378,0.709462724160403,True,16.13524475740269,-195.22688692389056,0.709462724160403,-1.337012036703527
leetcode/3485,1,7181070445133348225,515.5416734814644,0.709462724160403,True,15.26488225813955,-196.15519133210182,0.709462724160403,-1.6674988898448646
leetcode/3485,2,1588923467798438438,516.4108184520155,0.709462724160403,True,17.895482967142016,-196.13310012686998,0.709462724160403,-1.5290695931762457
atcoder/abc375_e,0,816206740585074255,738.329941875767,1.0620702998712659,True,27.755795859266073,-121.95824675122276,1.0620702998712659,15.91322907852009
atcoder/abc375_e,1,944654872675479259,736.5185130052269,1.0620702998712659,True,28.526661332696676,-120.11227350588888,1.0620702998712659,3.5444819726981223
atcoder/abc375_e,2,6466122908563000333,737.8738082232885,1.0620702998712659,True,28.656938361935318,-121.17416948406026,1.0620702998712659,-2.9089816310442984
leetcode/3805,0,2633370856953749111,1067.5269272364676,1.7331747082062066,True,36.742789378389716,-457.96807681955397,1.7331747082062066,-0.9963303101249039
leetcode/3805,1,8274556339281704391,1069.4915353935212,1.7331747082062066,True,32.96078289207071,-461.71746527869254,1.7331747082062066,-8.46702296147123
leetcode/3805,2,3622245332009613564,1071.67283201823,1.7331747082062066,True,23.952207511290908,-461.57906772149727,1.7331747082062066,-1.9184482847340405
atcoder/arc183_b,0,5758100850880563532,1635.5908192601055,3.272678521927446,False,19.311471791472286,-919.2277890117839,3.272678521927446,17.082115420605987
atcoder/arc183_b,1,5775986375063197168,1634.264181586448,3.272678521927446,False,17.59116906672716,-917.7895778953098,3.272678521927446,13.33747163694352
atcoder/arc183_b,2,8194414971396775202,1634.2595394756645,3.272678521927446,False,21.11885741027072,-918.7026654947549,3.272678521927446,3.970631298609078
leetcode/3548,0,5569601087985373412,884.7847339939326,1.3378514386713505,True,26.64990037214011,-65.20636264514178,1.3378514386713505,16.380228653084487
leetcode/3548,1,715095349668464604,885.3474976089783,1.3378514386713505,True,26.025085845030844,-65.42036891030148,1.3378514386713505,137.91824779333547
leetcode/3548,2,5967716267952410017,883.9650236777961,1.3378514386713505,True,26.603149110917002,-64.84733293950558,1.3378514386713505,82.20692222798243
